ID,ENDOR||PRODUCT,ENDOR||PRODUCT,VENDOR,PRODUCT,PRONAME,ANOTHERNAME,LANGUAGE,CLUE URL,LICENSE,DOWNLOAD1,DOWNLOAD2,DOWNLOAD3,DOWNLOAD4,DOWNLOAD5,openhub,备注,,,,,,
1969,  jordan_de_laune||mp3_player,  jordan_de_laune||mp3_player,jordan_de_laune,mp3_player,MP3 Player:Drupal,,PHP,https://www.drupal.org/project/mp3player,GPL-2.0+,https://www.drupal.org/project/mp3player,,,,,,,,,,,,
1970,  mpdf1||mpdf,,mpdf1,mpdf,mPDF,,PHP,http://www.mpdf1.com/mpdf/index.php?page=Download,,http://www.mpdf1.com/mpdf/index.php?page=Download,,,,,,,,,,,,
1971,  mpg123||mpg123  ricardo_mesquita||mpg123,  mpg123||mpg123  ricardo_mesquita||mpg123,mpg123,mpg123,mpg123,,C,http://sourceforge.net/projects/mpg123/,GNU Library or Lesser General Public License version 2.0 (LGPLv2),svn://orgis.org/mpg123/trunk,http://www.mpg123.org/cgi-bin/scm/mpg123/,http://sourceforge.net/projects/mpg123/files/mpg123/,,,,,,,,,,
1972,  mplayer||mplayer  mplayerhq||mplayer,  mplayer||mplayer  mplayerhq||mplayer,mplayer,mplayer,Mplayer,,C,https://www.openhub.net/p/mplayer,GPL-2.0+,svn://svn.mplayerhq.hu/mplayer/trunk,http://www.mplayerhq.hu/design7/dload.html,,,,,,,,,,,
1973,  mplayer||mplayer  mplayerhq||mplayer,  mplayer||mplayer  mplayerhq||mplayer,mplayerhq,mplayer,Mplayer,,C,https://www.openhub.net/p/mplayer,GPL-2.0+,svn://svn.mplayerhq.hu/mplayer/trunk,http://www.mplayerhq.hu/design7/dload.html,,,,,,,,,,,
1974,  mjsware||m-player,,mjsware,m-player,M-Player,,C++,https://www.openhub.net/p/m-player,,:pserver:anonymous:@m-player.cvs.sourceforge.net:/cvsroot/m-player m-player,:pserver:anonymous:@m-player.cvs.sourceforge.net:/cvsroot/m-player Raytracing/,,,,,CVS地址,,,,,,
1975,  martin_lambers||mpop,,martin_lambers,mpop,mpop,,C,http://sourceforge.net/projects/mpop/,GNU General Public License version 3.0 (GPLv3),git://git.code.sf.net/p/mpop/code,,,,,,,,,,,,
1976,  martin_lambers||msmtp,,martin_lambers,msmtp,msmtp,,C,http://sourceforge.net/projects/msmtp/,GNU General Public License version 3.0 (GPLv3),git://git.code.sf.net/p/msmtp/code,,,,,,,,,,,,
1977,,,fcgphilipp,mujecms,MUJE CMS,,PHP,http://sourceforge.net/projects/mujecms/,Common Public License 1.0,svn://svn.code.sf.net/p/mujecms/code/trunk,,,,,,,,,,,,
1978,,,codepeople,com_multicalendar,Multi Calendar:Joomla!,com_multicalendar:Joomla!,PHP,http://extensions.joomla.org/extension/calendars-a-events/events/multi-calendar,,http://extensions.joomla.org/extension/calendars-a-events/events/multi-calendar,,,,,,,,,,,,
1979,,,erik_michaels-ober,multi_xml,multi_xml gem,,Ruby,https://github.com/sferik/multi_xml,,https://github.com/sferik/multi_xml.git,,,,,,,,,,,,
1980,  andrew_levine||multiblock,  andrew_levine||multiblock,andrew_levine,multiblock,MultiBlock:Drupal,,PHP,https://www.drupal.org/project/multiblock,,https://www.drupal.org/project/multiblock,,,,,,,,,,,,
1981,  netgenius||multilink,  netgenius||multilink,netgenius,multilink,MultiLink:Drupal,Multi-Language Link and Redirect:Drupal,PHP,https://www.drupal.org/project/multilink,,https://www.drupal.org/project/multilink,,,,,,,,,,,,
1982,  christophe.varoqui||multipath-tools,,christophe.varoqui,multipath-tools,multipath-tools,Device Mapper multipathing driver;device-mapper-multipath,C,https://github.com/hreinecke/multipath-tools,,https://github.com/hreinecke/multipath-tools.git,,,,,,,,,,,,
1983,  wesjones||multisite_search,  wesjones||multisite_search,wesjones,multisite_search,Multisite Search:Drupal,,PHP,https://www.drupal.org/project/multisite_search,,https://www.drupal.org/project/multisite_search,git://git.drupal.org/project/multisite_search.git,,,,,,,,,,,
1984,  mumble||mumble  light_speed_gaming||mumble,  mumble||mumble  light_speed_gaming||mumble,mumble,mumble,Mumble,,C++,https://github.com/mumble-voip/mumble,,https://github.com/mumble-voip/mumble.git,,,,,,,,,,,,
1985,  mumble||mumble  light_speed_gaming||mumble,  mumble||mumble  light_speed_gaming||mumble,light_speed_gaming,mumble,Mumble,,C++,https://github.com/mumble-voip/mumble,,https://github.com/mumble-voip/mumble.git,,,,,,,,,,,,
1986,  light_speed_gaming||mumblekit,,light_speed_gaming,mumblekit,MumbleKit,,Objective-C,https://github.com/mumble-voip/mumblekit,GNU GPL v2,https://github.com/mumble-voip/mumblekit,,,,,,,,,,,,
1987,  mundi_king||mundi_mail,,mundi_king,mundi_mail,Mundi Mail,,PHP,http://sourceforge.net/projects/mundimail/,GNU General Public License version 2.0 (GPLv2),http://sourceforge.net/projects/mundimail/,,,,,,,,,,,,
1988,  munin-monitoring||munin,,munin-monitoring,munin,Munin,,Perl,https://github.com/munin-monitoring/munin,,https://github.com/munin-monitoring/munin.git,,,,,,,,,,,,
1989,  artifex||mupdf,,artifex,mupdf,MuPDF,,C,https://www.openhub.net/p/MuPDF,AGPL 3.0+,git://git.ghostscript.com/mupdf.git,,,,,,,,,,,,
1990,  blueriver||mura_cms,,blueriver,mura_cms,Mura CMS,,JavaScript,https://www.openhub.net/p/Mura,GPL-2.0+,http://svn.blueriver.com/mura/trunk,,,,,,,,,,,,
1991,  etalabs||musl,,etalabs,musl,musl,,C,https://www.openhub.net/p/musl,"LGPL-2.1+, MIT",git://git.musl-libc.org/musl,http://www.etalabs.net/musl/download.html,,,,,,,,,,,
1992,  mutiny||mutiny,,mutiny,mutiny,Mutiny,,Python,https://www.openhub.net/p/mutiny,Apache-2.0,http://mutiny.googlecode.com/svn/trunk,,,,,,,,,,,,
1993,  mutt||mutt,,mutt,mutt,Mutt,,C,https://www.openhub.net/p/mutt,GPL-2.0+,http://www.mutt.org/download.html,http://dev.mutt.org/hg/mutt,,,,,,,,,,,
1994,  joedolson||my-calendar,  joedolson||my-calendar,joedolson,my-calendar,My Calendar:WordPress,,PHP,https://wordpress.org/plugins/my-calendar/developers/,GPL-2.0+,https://wordpress.org/plugins/my-calendar/developers/,,,,,,,,,,,,
1995,,,andrew_charlton,my_category_order,My Category Order:WordPress,,PHP,https://wordpress.org/plugins/my-category-order/developers/,GPL-2.0+,https://wordpress.org/plugins/my-category-order/developers/,,,,,,,,,,,,
1996,  mybb||mybb  mybboard||mybb  mybulletinboard||mybulletinboard,  mybb||mybb  mybboard||mybb  mybulletinboard||mybulletinboard,mybb,mybb,MyBB,MyBulletinBoard,PHP,https://github.com/mybb/mybb,LGPLv3,https://github.com/mybb/mybb.git,,,,,*,,,,,,,
1997,  mybb||mybb  mybboard||mybb  mybulletinboard||mybulletinboard,  mybb||mybb  mybboard||mybb  mybulletinboard||mybulletinboard,mybboard,mybb,MyBB,MyBulletinBoard,PHP,https://github.com/mybb/mybb,LGPLv3,https://github.com/mybb/mybb.git,,,,,*,,,,,,,
1998,  mybb||mybb  mybboard||mybb  mybulletinboard||mybulletinboard,  mybb||mybb  mybboard||mybb  mybulletinboard||mybulletinboard,mybulletinboard,mybulletinboard,MyBB,MyBulletinBoard,PHP,https://github.com/mybb/mybb,LGPLv3,https://github.com/mybb/mybb.git,,,,,*,,,,,,,
1999,  yoshinori_tahara||mycaljp,,yoshinori_tahara,mycaljp,mycaljp,,PHP,http://svn.sourceforge.jp/svnroot/geeklogr/,,http://svn.sourceforge.jp/svnroot/geeklogr/,,,,,,,,,,,,
2000,  myclientbase||myclientbase,,myclientbase,myclientbase,MyClientBase,,PHP,https://github.com/jeroenvheel/MyClientBase,,https://github.com/jeroenvheel/MyClientBase.git,,,,,,,,,,,,
2001,  collector||mycolex,,collector,mycolex,myColex,,PHP,http://sourceforge.net/projects/mycolex/,Artistic License,http://sourceforge.net/projects/mycolex/,,,,,,,,,,,,
2002,,,xoops,myconference_module,MyConference:Xoops,,PHP,http://sourceforge.net/projects/xoopstr/,,http://sourceforge.net/projects/xoops/files/XOOPS%20Module%20Repository/XOOPS2/MyConference/,,,,,,,,,,,,
2003,  don_moore||mydns,,don_moore,mydns,MyDNS,,C,https://www.openhub.net/p/mydns,GPL-2.0+,http://mydns.bboy.net/download/,git://git.code.sf.net/p/mydns-ng/code master,,,,,,,,,,,
2004,  gander||myfusion,,gander,myfusion,MyFusion,MyF,PHP,https://www.openhub.net/p/myfusion,AGPL-1.0,git://git.code.sf.net/p/myfusion/git,,,,,,,,,,,,
2005,  collector||mygesuad,,collector,mygesuad,myGesuad,,PHP,http://www.collector.ch/drupal6/?q=node/11,Artistic License,http://www.collector.ch/drupal6/?q=node/11,,,,,,,,,,,,
2006,  myipacng-stats||myipacng-stats,,myipacng-stats,myipacng-stats,myIpacNG-stats,MINGS,PHP,http://sourceforge.net/projects/myipac-ng-stats/,,http://sourceforge.net/projects/myipac-ng-stats/,,,,,,,,,,,,
2007,,,xoops,mylinks_module,mylinks:Xoops,,PHP,http://sourceforge.net/projects/xoopstr/,,http://sourceforge.net/projects/xoops/files/XOOPS%20Module%20Repository/XOOPS2/MyLinks/,,,,,,,,,,,,
2008,  oscc||mymeeting,,oscc,mymeeting,MyMeeting,,PHP,https://www.openhub.net/p/mymeeting,BSD-3-Clause,https://svn.code.sf.net/p/mymeeting/code/trunk/,,,,,,,,,,,,
2009,  usagi||mynets,,usagi,mynets,MyNETS,,PHP,https://github.com/usagi-project/mynets1,,https://github.com/usagi-project/mynets1.git,,,,,,,,,,,,
2010,  planetluc||mynews  t-systems_solutions_for_research_gmbh||mynews  mynews||mynews  frank_mancuso||mynews  frankmancuso||mynews,,frank_mancuso,mynews,MyNews,,PHP,http://sourceforge.net/projects/mynews/,GNU General Public License version 2.0 (GPLv2),http://sourceforge.net/projects/mynews/files/,,,,,,,,,,,,
2011,  planetluc||mynews  t-systems_solutions_for_research_gmbh||mynews  mynews||mynews  frank_mancuso||mynews  frankmancuso||mynews,,frankmancuso,mynews,MyNews,,PHP,http://sourceforge.net/projects/mynews/,GNU General Public License version 2.0 (GPLv2),http://sourceforge.net/projects/mynews/files/,,,,,,,,,,,,
2012,  companionway||myphile,,companionway,myphile,myPhile,,PHP,http://companionway.net/files/myphile/,,http://companionway.net/files/myphile/,,,,,,,,,,,,
2013,  myphpcommander||myphpcommander,,myphpcommander,myphpcommander,MyPHPCommander,,PHP,http://sourceforge.net/projects/myphpcommander/,GNU General Public License version 2.0 (GPLv2),http://sourceforge.net/projects/myphpcommander/,,,,,,,,,,,,
2014,  sebastian_bunka||myphppagetool  myphppagetool||myphppagetool,  sebastian_bunka||myphppagetool  myphppagetool||myphppagetool,myphppagetool,myphppagetool,myphpPagetool,,PHP,http://sourceforge.net/projects/myphppagetool/,GNU General Public License version 2.0 (GPLv2),http://sourceforge.net/projects/myphppagetool/,,,,,,,,,,,,
2015,,,rick_estrada,com_mytube,MyRemote Video Gallery:Joomla!,com_mytube:Joomla!,PHP,http://joomlacode.org/gf/project/myremoterube/frs/?action=index,,http://joomlacode.org/gf/project/myremoterube/frs/?action=index,,,,,,,,,,,,
2016,  myserver||myserver,,myserver,myserver,MyServer,,C++,http://sourceforge.net/projects/myserver/,,http://sourceforge.net/projects/myserver/,git://git.code.sf.net/p/myservereditor/code,,,,,,,,,,,
2017,  sky_gunning||myspeach  myspeach||myspeach,  sky_gunning||myspeach  myspeach||myspeach,sky_gunning,myspeach,MySpeach,,PHP,http://myspeach.googlecode.com/,GNU General Public License version 2.0 (GPLv2),http://myspeach.googlecode.com/svn/trunk/,,,,,,,,,,,,
2018,  sky_gunning||myspeach  myspeach||myspeach,  sky_gunning||myspeach  myspeach||myspeach,myspeach,myspeach,MySpeach,,PHP,http://myspeach.googlecode.com/,GNU General Public License version 2.0 (GPLv2),http://myspeach.googlecode.com/svn/trunk/,,,,,,,,,,,,
2019,  mysqldumper||mysqldumper,,mysqldumper,mysqldumper,MySQLDumper,,PHP,https://github.com/DSB/MySQLDumper,,https://github.com/DSB/MySQLDumper.git,svn://svn.code.sf.net/p/mysqldumper/code/trunk,http://svn.code.sf.net/p/mysqldumper/code/trunk,,,,,,,,,,
2020,  mysql-ocaml||mysql-ocaml,,mysql-ocaml,mysql-ocaml,mysql-ocaml,,Ocaml,https://github.com/ygrek/ocaml-mysql,,https://github.com/ygrek/ocaml-mysql.git,,,,,,ocaml-mysql????https://launchpad.net/ubuntu/+source/mysql-ocaml,,,,,,
2021,  mywebsql||mywebsql,,mywebsql,mywebsql,MyWebSQL,,PHP,https://www.openhub.net/p/mywebsql,GPL-3.0+,svn://svn.code.sf.net/p/mywebsql/code/trunk,http://sourceforge.net/projects/mywebsql/files/,,,,,,,,,,,
2022,  n-13_news||n-13_news  network-13||n-13_news,  n-13_news||n-13_news  network-13||n-13_news,n-13_news,n-13_news,N-13 News,,PHP,https://code.google.com/p/n-13news/,GNU GPL v3,http://n-13news.googlecode.com/svn/trunk/,https://code.google.com/p/n-13news/downloads/list,,,,*,,,,,,,
2023,  n-13_news||n-13_news  network-13||n-13_news,  n-13_news||n-13_news  network-13||n-13_news,network-13,n-13_news,N-13 News,,PHP,https://code.google.com/p/n-13news/,GNU GPL v3,http://n-13news.googlecode.com/svn/trunk/,https://code.google.com/p/n-13news/downloads/list,,,,*,,,,,,,
2024,  nagios||nagios,,nagios,nagios,Nagios,,C,https://www.openhub.net/p/nagios,GPL-2.0+,http://library.nagios.com/library/products/nagiosxi/downloads/main,,,,,,,,,,,,
2025,  nagios||plugins,,nagios,plugins,Nagios Plugins,nagios-plugins,C,http://www.nagios.org/download/plugins,,http://www.nagios.org/download/plugins,,,,,,,,,,,,
2026,  nagiosql||nagiosql,,nagiosql,nagiosql,NagiosQL,,"JavaScript,PHP",http://sourceforge.net/projects/nagiosql/,BSD License,http://sourceforge.net/projects/nagiosql/,,,,,,,,,,,,
2027,  jeffkilroy||nakid_cms,,jeffkilroy,nakid_cms,Nakid CMS,,PHP,https://github.com/kilrizzy/Nakid-CMS,,git://github.com/kilrizzy/Nakid-CMS.git master,,,,,,,,,,,,
2028,  namazu||namazu,,namazu,namazu,Namazu,,Perl,https://www.openhub.net/p/namazu,GPL-2.0+,http://www.namazu.org/#download,:pserver:anonymous:@cvs.namazu.org:/storage/cvsroot namazu,,,,,,,,,,,
2029,  nas4free||nas4free,,nas4free,nas4free,NAS4Free,,PHP,https://www.openhub.net/p/nas4free,,http://svn.code.sf.net/p/nas4free/code/trunk,svn://svn.code.sf.net/p/nas4free/code/trunk,,,,,,,,,,,
2030,  gnome||nautilus-python,,gnome,nautilus-python,nautilus-python,GNOME nautilus-python,C,https://github.com/GNOME/nautilus-python,,https://github.com/GNOME/nautilus-python.git,http://svn.gnome.org/svn/nautilus-python/trunk,https://git.gnome.org/browse/nautilus-python,git://git.gnome.org/nautilus-python,,,,,,,,,
2031,  navboard||navboard,,navboard,navboard,NavBoard,,PHP,http://sourceforge.net/projects/navboard/,MIT License,http://sourceforge.net/projects/navboard/,,,,,,,,,,,,
2032,  phantom-inker||nbbc,,phantom-inker,nbbc,NBBC,,PHP,http://sourceforge.net/projects/nbbc/,BSD License,svn://svn.code.sf.net/p/nbbc/code/trunk,,,,,,,,,,,,
2033,  illinois||ncsa_mosaic,,illinois,ncsa_mosaic,NCSA Mosaic,,C,https://github.com/alandipert/ncsa-mosaic,,https://github.com/alandipert/ncsa-mosaic.git,,,,,,,,,,,,
2034,  nedprod||nedmalloc,,nedprod,nedmalloc,nedmalloc,,C,https://github.com/ned14/nedmalloc,,https://github.com/ned14/nedmalloc.git,git://git.code.sf.net/p/nedmalloc/code,http://git.code.sf.net/p/nedmalloc/code,,,,,,,,,,
2035,  neo4j||neo4j,,neo4j,neo4j,Neo4j,,C++,https://github.com/neo4j/neo4j,,https://github.com/neo4j/neo4j.git,,,,,,,,,,,,
2036,  thomas_hunter||neoinvoice,,thomas_hunter,neoinvoice,NeoInvoice,,PHP,https://github.com/tlhunter/neoinvoice,,https://github.com/tlhunter/neoinvoice.git,,,,,,,,,,,,
2037,  neon||neon  webdav||neon  webvdav||neon,  neon||neon  webdav||neon  webvdav||neon,neon,neon,neon,,C,http://webdav.org/neon/,,http://webdav.org/neon/,http://svn.webdav.org/repos/projects/neon/,,,,,,,,,,,
2038,  neon||neon  webdav||neon  webvdav||neon,  neon||neon  webdav||neon  webvdav||neon,webdav,neon,neon,,C,http://webdav.org/neon/,,http://webdav.org/neon/,http://svn.webdav.org/repos/projects/neon/,,,,,,,,,,,
2039,  neon||neon  webdav||neon  webvdav||neon,  neon||neon  webdav||neon  webvdav||neon,webvdav,neon,neon,,C,http://webdav.org/neon/,,http://webdav.org/neon/,http://svn.webdav.org/repos/projects/neon/,,,,,,,,,,,
2040,,,neojoomla,com_neorecruit,NeoRecruit:Joomla!,,PHP,http://extensions.joomla.org/extension/neorecruit,,http://extensions.joomla.org/extension/neorecruit,,,,,,,,,,,,
2041,,,joomla,neorecruit,NeoRecruit:Joomla!,,PHP,http://extensions.joomla.org/extension/neorecruit,,http://extensions.joomla.org/extension/neorecruit,,,,,,,,,,,,
2042,  armin_burgmeier||net6,,armin_burgmeier,net6,net6,,C++,https://www.openhub.net/p/net6,,https://code.launchpad.net/~0x539/net6,,,,,,,,,,,,
2043,,,digitalworkroom,cms_digital_workroom,Digital Workroom,,PHP,http://sourceforge.net/projects/digitalworkroom/,GNU General Public License version 2.0 (GPLv2),:pserver:anonymous:@napro.cvs.sourceforge.net:/cvsroot/napro napro4/,:pserver:anonymous:@napro.cvs.sourceforge.net:/cvsroot/napro netautor/,,,,,,,,,,,
2044,  vessio||netbill,,vessio,netbill,NetBill,,,http://sourceforge.net/projects/netbill/,,git://git.code.sf.net/p/netbill/code,,,,,,无法下载,,,,,,
2045,  netbsd||netbsd,,netbsd,netbsd,NetBSD,,C,https://www.openhub.net/p/netbsd,BSD-2-Clause-NetBSD,http://cvsweb.netbsd.org/bsdweb.cgi/?only_with_tag=MAIN,,,,,,,,,,,,
2046,  netjuke||netjuke,,netjuke,netjuke,Netjuke,,PHP,http://sourceforge.net/projects/netjuke/,GNU General Public License version 3.0 (GPLv3),http://sourceforge.net/projects/netjuke/,,,,,,,,,,,,
2047,  netjukebox||netjukebox,,netjukebox,netjukebox,netjukebox,netjukebox - the flexible media share,"JavaScript,PHP",http://sourceforge.net/projects/netjukebox/,GNU General Public License version 3.0 (GPLv3),http://sourceforge.net/projects/netjukebox/,,,,,,,,,,,,
2048,,,netkit-ftp,netkit_ftp,netkit-ftp,,C,https://launchpad.net/netkit-ftp,,https://launchpad.net/netkit-ftp,,,,,,,,,,,,
2049,  netpbm||netpbm,,netpbm,netpbm,netpbm,,"C,Perl,UnixShell",http://sourceforge.net/projects/netpbm/,"Artistic License,GNU General Public License version 2.0 (GPLv2),MIT License",svn://svn.code.sf.net/p/netpbm/code/trunk,,,,,,,,,,,,
2050,  netperf||netperf,,netperf,netperf,netperf,,C,https://www.openhub.net/p/netperf,,http://www.netperf.org/svn/netperf2/trunk/,,,,,,,,,,,,
2051,  netpet||netpet_cms,,netpet,netpet_cms,Netpet CMS,Netpet-CMS,PHP,http://sourceforge.net/projects/netpetcms/,GNU General Public License version 2.0 (GPLv2),http://sourceforge.net/projects/netpetcms/,,,,,,,,,,,,
2052,  frederik_vermeulen||netqmail,,frederik_vermeulen,netqmail,netqmail,,C,http://www.qmail.org/netqmail/,,http://www.qmail.org/netqmail/,,,,,提供的sourcefoge地址无法下载,,,,,,,
2053,  netrek||netrek_vanilla_server,,netrek,netrek_vanilla_server,Netrek Vanilla Server,,C,http://sourceforge.net/projects/netrek/files/Vanilla%20server/,GNU General Public License version 2.0 (GPLv2),http://sourceforge.net/projects/netrek/files/Vanilla%20server/,,,,,,,,,,,,
2054,  netsieben||netsieben_ssh_library,,netsieben,netsieben_ssh_library,NetSieben SSH Library,ne7ssh,C++,https://www.openhub.net/p/ne7ssh,,http://freecode.com/projects/net7ssh,git://github.com/cdesjardins/ne7ssh.git master,,,,,,,,,,,
2055,  net-snmp||net-snmp  sourceforge||net-snmp,  net-snmp||net-snmp  sourceforge||net-snmp,net-snmp,net-snmp,Net-SNMP,,C,https://www.openhub.net/p/netsnmp,BSD License,http://www.net-snmp.org/download.html,,,,,,,,,,,,
2056,  net-snmp||net-snmp  sourceforge||net-snmp,  net-snmp||net-snmp  sourceforge||net-snmp,sourceforge,net-snmp,Net-SNMP,,C,https://www.openhub.net/p/netsnmp,BSD License,http://www.net-snmp.org/download.html,,,,,,,,,,,,
2057,  netty_project||netty,,netty_project,netty,Netty,,Java,https://github.com/netty/netty,,https://github.com/netty/netty.git,,,,,提供的下载地址不存在,,,,,,,
2058,  radscan||network_audio_system  iomega||nas  qnap||nas,  radscan||network_audio_system  iomega||nas  qnap||nas,radscan,network_audio_system,Network Audio System,NAS,C,http://sourceforge.net/projects/nas/,MIT License,http://git.code.sf.net/p/nas/nas.git,git://git.code.sf.net/p/nas/nas.git,,,,,,,,,,,
2059,  wouter_verhelst||nbd,,wouter_verhelst,nbd,Network Block Device,nbd,C,https://github.com/yoe/nbd,,https://github.com/yoe/nbd.git,git://nbd.git.sourceforge.net/gitroot/nbd/nbd ,git://git.code.sf.net/p/nbd/code,,,,,,,,,,
2060,  networkupstools||nut,,networkupstools,nut,Network UPS Tools,NUT,C,https://github.com/networkupstools/nut,,https://github.com/networkupstools/nut.git,,,,,,,,,,,,
2061,,,network-weathermap,.network_weathermap,Network Weathermap,,PHP,http://network-weathermap.com/svn,GPLv2,http://www.network-weathermap.com/svn/repos/trunk/,,,,,,,,,,,,
2062,  gnome||networkmanager  fedoraproject||networkmanager,  gnome||networkmanager  fedoraproject||networkmanager,gnome,networkmanager,NetworkManager,GNOME NetworkManager,C,https://www.openhub.net/p/network-manager,GPL-2.0+,http://anongit.freedesktop.org/git/NetworkManager/NetworkManager.git,git://anongit.freedesktop.org/NetworkManager/NetworkManager,,,,,,,,,,,
2063,,,news_pack_project,news_pack,News Pack:TYPO3,,PHP,https://github.com/TYPO3-svn-archive/news_pack,GPL-2.0+,https://github.com/TYPO3-svn-archive/news_pack.git,,,,,,,,,,,,
2064,,,devpress,news,News theme:WordPress,,PHP,https://wordpress.org/themes/news/developers/,GPL-2.0+,https://wordpress.org/themes/news/developers/,,,,,,,,,,,,
2065,  sourcefabric||newscoop,,sourcefabric,newscoop,Newscoop,,PHP,https://github.com/sourcefabric/Newscoop,,https://github.com/sourcefabric/Newscoop.git,,,,,,,,,,,,
2066,,,drupal,newsflash,NewsFlash:Drupal,,PHP,https://www.drupal.org/project/newsflash,GPL-2.0+,https://www.drupal.org/project/newsflash,,,,,,,,,,,,
2067,  xyzscripts||newsletter_manager,  xyzscripts||newsletter_manager,xyzscripts,newsletter_manager,Newsletter Manager:WordPress,,PHP,https://wordpress.org/plugins/newsletter-manager/,GPL-2.0+,https://wordpress.org/plugins/newsletter-manager/developers/,,,,,,,,,,,,
2068,  fedorahosted||newt,,fedorahosted,newt,newt,,C,git://git.fedorahosted.org/git/newt,,git://git.fedorahosted.org/git/newt,,,,,,,,,,,,
2069,  nextbbs||nextbbs,,nextbbs,nextbbs,NextBBS,,PHP,https://www.openhub.net/p/7656,GPL-2.0+,svn://nextbbs.com/nbbs/trunk,,,,,,,,,,,,
2070,,,wpgetready,nextcellent_gallery,NextCellent Gallery:WordPress,,PHP,https://wordpress.org/plugins/nextcellent-gallery-nextgen-legacy/,GPL-2.0+,https://wordpress.org/plugins/nextcellent-gallery-nextgen-legacy/,,,,,,,,,,,,
2071,,,nextendweb,nextend_facebook_connect,Nextend Facebook Connect:WordPress,,PHP,https://wordpress.org/plugins/nextend-facebook-connect/developers/,GPL-2.0+,https://wordpress.org/plugins/nextend-facebook-connect/developers/,,,,,,,,,,,,
2072,,,nextend,facebook_connect,Nextend Facebook Connect:WordPress,,PHP,https://wordpress.org/plugins/nextend-facebook-connect/developers/,GPL-2.0+,https://wordpress.org/plugins/nextend-facebook-connect/developers/,,,,,,,,,,,,
2073,  nexty||nexty,,nexty,nexty,Nexty,,"JavaScript,PHP",http://sourceforge.net/projects/nexty/,BSD License,svn://svn.code.sf.net/p/nexty/code/trunk,,,,,,,,,,,,
2074,  alientrap||nexuiz,,alientrap,nexuiz,Nexuiz,,C,http://sourceforge.net/projects/nexuiz/,GNU General Public License version 2.0 (GPLv2),http://sourceforge.net/projects/nexuiz/,,,,,,,,,,,,
2075,  roman_bogorodskiy||nforum,,roman_bogorodskiy,nforum,nForum,,PHP,http://sourceforge.net/projects/nforum/,MIT License,http://sourceforge.net/projects/nforum/,,,,,,,,,,,,
2076,  sun||nfs,,sun,nfs,NFS,,"C,C++",https://www.openhub.net/p/nfs,GPL-2.0+,http://sourceforge.net/projects/nfs/files/,:pserver:anonymous:@nfs.cvs.sourceforge.net:/cvsroot/nfs kernel,,,,,,,,,,,
2077,  nfs||nfs-utils  linux-nfs||nfs-utils,  nfs||nfs-utils  linux-nfs||nfs-utils,nfs,nfs-utils,nfs-utils,,C,https://www.openhub.net/p/nfs-utils,GPL-2.0+,git://git.linux-nfs.org/projects/steved/nfs-utils.git,,,,,,,,,,,,
2078,  nfs||nfs-utils  linux-nfs||nfs-utils,  nfs||nfs-utils  linux-nfs||nfs-utils,linux-nfs,nfs-utils,nfs-utils,,C,https://www.openhub.net/p/nfs-utils,GPL-2.0+,git://git.linux-nfs.org/projects/steved/nfs-utils.git,,,,,,,,,,,,
2079,  nginx||nginx  igor_sysoev||nginx,  nginx||nginx  igor_sysoev||nginx,nginx,nginx,nginx,Engine X,C,https://www.openhub.net/p/nginx,BSD-2-Clause,http://nginx.org/en/download.html,http://hg.nginx.org/nginx,,,,,,,,,,,
2080,  nginx||nginx  igor_sysoev||nginx,  nginx||nginx  igor_sysoev||nginx,igor_sysoev,nginx,nginx,Engine X,C,https://www.openhub.net/p/nginx,BSD-2-Clause,http://nginx.org/en/download.html,http://hg.nginx.org/nginx,,,,,,,,,,,
2081,  ngircd||ngircd  barton||ngircd,  ngircd||ngircd  barton||ngircd,ngircd,ngircd,ngIRCd,,C,https://github.com/alexbarton/ngircd,,https://github.com/alexbarton/ngircd.git,,,,,,,,,,,,
2082,  ngircd||ngircd  barton||ngircd,  ngircd||ngircd  barton||ngircd,barton,ngircd,ngIRCd,,C,https://github.com/alexbarton/ngircd,,https://github.com/alexbarton/ngircd.git,,,,,,,,,,,,
2083,,,nazgul,nostromo,nhttpd,Nostromo webserver,shell,https://www.openhub.net/p?q=nhttpd,GPL-2.0+,http://www.nazgul.ch/dev_nostromo.html,http://nhttpd.googlecode.com/svn/trunk/,,,,,,,,,,,
2084,  nibbleblog||nibbleblog,,nibbleblog,nibbleblog,Nibbleblog,,"JavaScript,PHP",http://sourceforge.net/projects/nibbleblog/,GNU General Public License version 2.0 (GPLv2),http://sourceforge.net/projects/nibbleblog/,https://github.com/dignajar/nibbleblog.git,,,,,,,,,,,
2085,  nilf||nilfs,,nilf,nilfs,NILFS,,C,https://www.openhub.net/p/nilfs,,http://www.nilfs.org/,http://git.nilfs.org/nilfs2-utils.git master,,,,,,,,,,,
2086,,,ninjaforge,com_ninjamonials,NinjaMonial:Joomla!,com_ninjacentral:Joomla!,PHP,http://extensions.joomla.org/extension/ninjamonials,GPL-2.0+,http://extensions.joomla.org/extension/ninjamonials,,,,,,,,,,,,
2087,,,ninjaforge,ninjamonials,NinjaMonial:Joomla!,com_ninjacentral:Joomla!,PHP,http://extensions.joomla.org/extension/ninjamonials,GPL-2.0+,http://extensions.joomla.org/extension/ninjamonials,,,,,,,,,,,,
